個人ID,年収（万円）,LN年収,女性ダミー,"中学3年生の時
の学年成績",教育年数,"大卒以上ダミー
（基準は高卒以下）","短期高等教育卒ダミー
（基準は高卒以下）",勤続年数,勤続年数の2乗,大企業ダミー,"正規雇用ダミー
（基準は非正規雇用）","ホワイトカラー・ダミー
（専門職、技術職、事務職。
基準はブルーカラー）","管理職ダミー
（基準は非管理職）","転職ダミー
（基準は転職経験なし）"
390,300,5.70,1,1,12,0,0,5.6,31.36,0,1,0,0,1
391,350,5.86,1,5,12,0,0,5.6,31.36,0,1,1,0,0
392,300,5.70,0,3,12,0,0,8,64,0,0,0,0,0
393,350,5.86,0,1,12,0,0,8,64,0,1,1,0,0
394,400,5.99,0,1,12,0,0,8,64,0,1,1,0,0
395,400,5.99,0,5,12,0,0,8,64,0,1,1,0,0
396,150,5.01,1,1,12,0,0,5.6,31.36,0,0,0,0,0
397,150,5.01,0,2,12,0,0,8,64,0,0,0,0,0
398,350,5.86,1,3,12,0,0,5.6,31.36,0,1,1,0,0
399,300,5.70,1,1,12,0,0,5.6,31.36,0,1,0,0,0
400,350,5.86,0,1,12,0,0,8,64,0,1,1,0,0
401,200,5.30,1,4,12,0,0,5.6,31.36,0,0,0,0,0
402,350,5.86,0,1,12,0,0,8,64,0,1,1,0,0
403,400,5.99,0,4,12,0,0,8,64,0,1,1,0,0
404,900,6.80,0,5,12,0,0,8,64,1,1,1,1,0
405,50,3.91,1,3,12,0,0,6.3,39.69,0,0,0,0,0
406,200,5.30,1,5,12,0,0,6.3,39.69,0,0,0,0,0
407,150,5.01,0,1,12,0,0,9,81,0,0,0,0,0
408,50,3.91,1,1,12,0,0,6.3,39.69,0,0,0,0,0
409,156.25,5.05,1,5,12,0,0,6.3,39.69,0,0,0,0,1
410,75,4.32,1,2,12,0,0,6.3,39.69,0,0,1,0,1
411,125,4.83,1,2,12,0,0,6.3,39.69,0,0,0,0,1
412,150,5.01,1,3,12,0,0,6.3,39.69,0,0,1,0,0
413,250,5.52,1,4,12,0,0,6.3,39.69,0,0,0,0,0
414,250,5.52,1,3,12,0,0,6.3,39.69,0,0,0,0,0
415,150,5.01,1,2,12,0,0,6.3,39.69,0,0,0,0,0
416,250,5.52,1,4,12,0,0,6.3,39.69,0,0,1,0,1
417,300,5.70,1,2,12,0,0,6.3,39.69,0,1,0,0,0
418,100,4.61,1,2,12,0,0,6.3,39.69,0,0,1,0,1
419,150,5.01,0,3,12,0,0,9,81,0,0,1,0,0
420,106.25,4.67,1,1,12,0,0,6.3,39.69,0,0,1,0,0
421,200,5.30,1,2,12,0,0,6.3,39.69,0,0,1,0,1
422,450,6.11,0,4,12,0,0,9,81,0,1,1,0,0
423,200,5.30,1,2,12,0,0,6.3,39.69,0,0,0,0,0
424,100,4.61,1,3,12,0,0,6.3,39.69,0,0,0,0,1
425,250,5.52,1,2,12,0,0,6.3,39.69,0,0,1,0,0
426,200,5.30,1,4,12,0,0,6.3,39.69,0,0,1,0,0
427,250,5.52,1,2,12,0,0,6.3,39.69,0,0,0,0,0
428,200,5.30,1,4,12,0,0,6.3,39.69,0,0,0,0,0
429,300,5.70,0,3,12,0,0,9,81,0,0,0,0,0
430,300,5.70,1,5,12,0,0,6.3,39.69,0,1,1,0,0
431,300,5.70,0,1,12,0,0,9,81,0,0,0,0,0
432,300,5.70,0,1,12,0,0,9,81,0,0,0,0,0
433,200,5.30,1,5,12,0,0,6.3,39.69,0,0,1,0,0
434,300,5.70,0,3,12,0,0,9,81,0,0,1,0,0
435,150,5.01,1,1,12,0,0,6.3,39.69,0,0,1,0,1
436,300,5.70,0,5,12,0,0,9,81,0,0,1,0,0
437,300,5.70,1,3,12,0,0,6.3,39.69,0,1,0,0,0
438,300,5.70,1,4,12,0,0,6.3,39.69,0,1,1,0,1
439,250,5.52,1,3,12,0,0,6.3,39.69,0,0,0,0,0
440,150,5.01,0,5,12,0,0,9,81,0,0,1,0,0
441,300,5.70,0,2,12,0,0,9,81,0,0,0,0,1
442,300,5.70,0,1,12,0,0,9,81,0,0,1,0,0
443,250,5.52,1,4,12,0,0,6.3,39.69,0,0,1,0,0
444,150,5.01,1,3,12,0,0,6.3,39.69,0,0,0,0,0
445,300,5.70,0,1,12,0,0,9,81,0,0,0,0,0
446,200,5.30,0,2,12,0,0,9,81,0,0,1,0,1
447,300,5.70,1,1,12,0,0,6.3,39.69,0,1,1,0,0
448,250,5.52,0,4,12,0,0,9,81,0,0,1,0,1
449,300,5.70,0,5,12,0,0,9,81,0,0,1,0,0
450,450,6.11,0,2,12,0,0,9,81,0,1,1,0,0
451,6.25,1.83,1,4,12,0,0,7,49,0,0,1,0,1
452,25,3.22,1,1,12,0,0,7,49,0,0,0,0,1
453,150,5.01,1,2,12,0,0,7,49,0,0,0,0,0
454,100,4.61,1,5,12,0,0,7,49,0,0,0,0,0
455,156.25,5.05,1,1,12,0,0,7,49,0,0,0,0,0
456,6.25,1.83,1,1,12,0,0,7,49,0,0,0,0,1
457,106.25,4.67,1,2,12,0,0,7,49,0,0,1,0,0
458,125,4.83,1,3,12,0,0,7,49,0,0,0,0,0
459,150,5.01,0,1,12,0,0,10,100,0,0,0,0,1
460,150,5.01,1,2,12,0,0,7,49,0,0,1,0,0
461,200,5.30,0,1,12,0,0,10,100,0,0,1,0,0
462,50,3.91,0,3,12,0,0,10,100,0,0,1,0,1
463,150,5.01,1,3,12,0,0,7,49,0,0,0,0,0
464,200,5.30,1,2,12,0,0,7,49,0,0,0,0,1
465,150,5.01,1,2,12,0,0,7,49,0,0,0,0,0
466,150,5.01,1,3,12,0,0,7,49,0,0,0,0,1
467,150,5.01,1,5,12,0,0,7,49,0,0,1,0,1
468,250,5.52,1,2,12,0,0,7,49,0,0,0,0,0
469,250,5.52,1,4,12,0,0,7,49,0,0,1,0,0
470,150,5.01,1,4,12,0,0,7,49,0,0,1,0,0
471,600,6.40,0,3,12,0,0,10,100,1,1,1,1,0
472,200,5.30,1,4,12,0,0,7,49,0,0,1,0,0
473,106.25,4.67,1,1,12,0,0,7,49,0,0,0,0,0
474,250,5.52,1,3,12,0,0,7,49,0,0,0,0,0
475,200,5.30,1,3,12,0,0,7,49,0,0,0,0,0
476,150,5.01,1,5,12,0,0,7,49,0,0,1,0,0
477,150,5.01,1,2,12,0,0,7,49,0,0,0,0,0
478,200,5.30,0,1,12,0,0,10,100,0,0,1,0,0
479,350,5.86,0,1,12,0,0,10,100,0,1,0,0,0
480,200,5.30,1,3,12,0,0,7,49,0,0,1,0,0
481,650,6.48,0,5,12,0,0,10,100,1,1,1,1,0
482,300,5.70,1,1,12,0,0,7,49,0,1,1,0,1
483,350,5.86,0,5,12,0,0,10,100,0,1,1,0,0
484,200,5.30,1,5,12,0,0,7,49,0,0,1,0,1
485,250,5.52,1,4,12,0,0,7,49,0,0,1,0,0
486,200,5.30,1,2,12,0,0,7,49,0,0,0,0,0
487,350,5.86,1,5,12,0,0,7,49,0,1,1,0,0
488,300,5.70,1,4,12,0,0,7,49,0,1,1,0,1
489,200,5.30,0,2,12,0,0,10,100,0,0,0,0,0
490,400,5.99,0,1,12,0,0,10,100,0,1,0,0,0
491,206.25,5.33,1,3,12,0,0,7,49,0,0,0,0,0
492,650,6.48,0,3,12,0,0,10,100,1,1,1,1,0
493,100,4.61,1,3,12,0,0,7.7,59.29,0,0,1,0,1
494,200,5.30,1,2,12,0,0,7.7,59.29,0,0,0,0,0
495,200,5.30,1,3,12,0,0,7.7,59.29,0,0,0,0,1
496,150,5.01,1,2,12,0,0,7.7,59.29,0,0,1,0,0
497,25,3.22,1,5,12,0,0,7.7,59.29,0,0,0,0,1
498,150,5.01,0,5,12,0,0,11,121,0,0,1,0,0
499,156.25,5.05,1,3,12,0,0,7.7,59.29,0,0,0,0,0
500,6.25,1.83,1,3,12,0,0,7.7,59.29,0,0,0,0,1
501,225,5.42,0,4,12,0,0,11,121,0,0,0,0,0
502,125,4.83,0,4,12,0,0,11,121,0,0,0,0,0
503,150,5.01,0,2,12,0,0,11,121,0,0,0,0,0
504,200,5.30,0,4,12,0,0,11,121,0,0,0,0,0
505,300,5.70,0,2,12,0,0,11,121,0,0,0,0,0
506,200,5.30,1,4,12,0,0,7.7,59.29,0,0,1,0,1
507,250,5.52,1,4,12,0,0,7.7,59.29,0,0,1,0,1
508,300,5.70,0,5,12,0,0,11,121,0,0,1,0,0
509,250,5.52,1,5,12,0,0,7.7,59.29,0,0,1,0,0
510,200,5.30,1,2,12,0,0,7.7,59.29,0,0,0,0,0
511,100,4.61,0,5,12,0,0,11,121,0,0,0,0,1
512,300,5.70,1,3,12,0,0,7.7,59.29,0,1,1,0,0
513,100,4.61,1,2,12,0,0,7.7,59.29,0,0,0,0,0
514,300,5.70,0,1,12,0,0,11,121,0,0,1,0,0
515,250,5.52,1,5,12,0,0,7.7,59.29,0,0,1,0,0
516,175,5.16,1,4,12,0,0,7.7,59.29,0,0,0,0,0
517,300,5.70,0,5,12,0,0,11,121,0,0,1,0,0
518,300,5.70,0,5,12,0,0,11,121,0,0,1,0,0
519,156.25,5.05,0,4,12,0,0,11,121,0,0,0,0,0
520,350,5.86,0,5,12,0,0,11,121,0,1,1,0,0
521,250,5.52,0,4,12,0,0,11,121,0,0,1,0,1
522,350,5.86,0,1,12,0,0,11,121,0,1,0,0,0
523,150,5.01,1,2,12,0,0,7.7,59.29,0,0,0,0,0
524,175,5.16,1,4,12,0,0,7.7,59.29,0,0,1,0,1
525,350,5.86,0,4,12,0,0,11,121,0,1,1,0,0
526,150,5.01,1,2,12,0,0,7.7,59.29,0,0,0,0,1
527,350,5.86,0,5,12,0,0,11,121,0,1,1,0,1
528,225,5.42,0,2,12,0,0,11,121,0,0,1,0,1
529,300,5.70,1,2,12,0,0,7.7,59.29,0,1,0,0,0
530,350,5.86,1,5,12,0,0,7.7,59.29,0,1,1,0,0
531,225,5.42,1,4,12,0,0,7.7,59.29,0,0,1,0,1
532,225,5.42,0,4,12,0,0,11,121,0,0,1,0,0
533,300,5.70,1,2,12,0,0,7.7,59.29,0,1,1,0,0
534,400,5.99,0,4,12,0,0,11,121,0,1,1,0,0
535,350,5.86,1,4,12,0,0,7.7,59.29,0,1,1,0,0
536,350,5.86,0,2,12,0,0,11,121,0,1,1,0,1
537,350,5.86,0,5,12,0,0,11,121,0,1,1,0,0
538,350,5.86,1,4,12,0,0,7.7,59.29,0,1,0,0,0
539,100,4.61,1,4,12,0,0,8.4,70.56,0,0,0,0,0
540,150,5.01,1,2,12,0,0,8.4,70.56,0,0,0,0,0
541,50,3.91,1,3,12,0,0,8.4,70.56,0,0,0,0,1
542,100,4.61,1,5,12,0,0,8.4,70.56,0,0,1,0,0
543,150,5.01,1,3,12,0,0,8.4,70.56,0,0,0,0,0
544,50,3.91,1,4,12,0,0,8.4,70.56,0,0,1,0,0
545,250,5.52,1,1,12,0,0,8.4,70.56,0,0,0,0,1
546,75,4.32,1,4,12,0,0,8.4,70.56,0,0,1,0,0
547,175,5.16,1,2,12,0,0,8.4,70.56,0,0,0,0,0
548,275,5.62,0,2,12,0,0,12,144,0,0,0,0,0
549,175,5.16,1,5,12,0,0,8.4,70.56,0,0,0,0,0
550,50,3.91,0,1,12,0,0,12,144,0,0,0,0,0
551,200,5.30,1,1,12,0,0,8.4,70.56,0,0,0,0,0
552,75,4.32,1,2,12,0,0,8.4,70.56,0,0,0,0,1
553,200,5.30,1,1,12,0,0,8.4,70.56,0,0,0,0,1
554,150,5.01,1,1,12,0,0,8.4,70.56,0,0,0,0,0
555,150,5.01,1,1,12,0,0,8.4,70.56,0,0,0,0,1
556,200,5.30,1,4,12,0,0,8.4,70.56,0,0,1,0,0
557,100,4.61,1,4,12,0,0,8.4,70.56,0,0,1,0,0
558,100,4.61,1,3,12,0,0,8.4,70.56,0,0,1,0,0
559,300,5.70,1,3,12,0,0,8.4,70.56,0,1,1,0,0
560,150,5.01,1,5,12,0,0,8.4,70.56,0,0,1,0,0
561,300,5.70,0,1,12,0,0,12,144,0,0,0,0,0
562,350,5.86,1,2,12,0,0,8.4,70.56,0,1,1,0,0
563,125,4.83,1,3,12,0,0,8.4,70.56,0,0,1,0,0
564,100,4.61,1,5,12,0,0,8.4,70.56,0,0,0,0,1
565,100,4.61,1,1,12,0,0,8.4,70.56,0,0,0,0,0
566,100,4.61,1,5,12,0,0,8.4,70.56,0,0,0,0,1
567,250,5.52,0,1,12,0,0,12,144,0,0,0,0,0
568,300,5.70,0,3,12,0,0,12,144,0,0,0,0,0
569,200,5.30,0,4,12,0,0,12,144,0,0,0,0,1
570,250,5.52,1,1,12,0,0,8.4,70.56,0,0,0,0,0
571,300,5.70,0,3,12,0,0,12,144,0,0,0,0,0
572,250,5.52,1,3,12,0,0,8.4,70.56,0,0,0,0,0
573,150,5.01,1,1,12,0,0,8.4,70.56,0,0,0,0,0
574,175,5.16,1,5,12,0,0,8.4,70.56,0,0,1,0,0
575,250,5.52,0,3,12,0,0,12,144,0,0,1,0,0
576,400,5.99,0,4,12,0,0,12,144,0,1,1,0,0
577,300,5.70,1,3,12,0,0,8.4,70.56,0,1,1,0,0
578,400,5.99,0,5,12,0,0,12,144,0,1,1,0,0
579,300,5.70,0,3,12,0,0,12,144,0,0,0,0,1
580,400,5.99,0,4,12,0,0,12,144,0,1,1,0,0
581,250,5.52,1,2,12,0,0,8.4,70.56,0,0,0,0,0
582,400,5.99,0,5,12,0,0,12,144,0,1,1,0,0
583,225,5.42,1,1,12,0,0,8.4,70.56,0,0,1,0,0
584,350,5.86,0,2,12,0,0,12,144,0,1,0,0,0
585,450,6.11,0,5,12,0,0,12,144,0,1,1,0,0
586,350,5.86,0,3,12,0,0,12,144,0,1,1,0,0
587,300,5.70,1,3,12,0,0,8.4,70.56,0,1,0,0,0
588,450,6.11,0,4,12,0,0,12,144,0,1,1,0,0
589,500,6.21,0,3,12,0,0,12,144,1,1,1,0,0
590,350,5.86,0,2,12,0,0,12,144,0,1,1,0,0
591,100,4.61,0,4,12,0,0,13,169,0,0,1,0,1
592,200,5.30,0,2,12,0,0,13,169,0,0,0,0,0
593,50,3.91,1,1,12,0,0,9.1,82.81,0,0,0,0,1
594,100,4.61,1,4,12,0,0,9.1,82.81,0,0,1,0,1
595,150,5.01,0,4,12,0,0,13,169,0,0,0,0,0
596,200,5.30,0,5,12,0,0,13,169,0,0,1,0,0
597,100,4.61,1,2,12,0,0,9.1,82.81,0,0,0,0,0
598,200,5.30,1,3,12,0,0,9.1,82.81,0,0,0,0,0
599,50,3.91,1,3,12,0,0,9.1,82.81,0,0,1,0,1
600,200,5.30,1,4,12,0,0,9.1,82.81,0,0,1,0,0
601,50,3.91,1,2,12,0,0,9.1,82.81,0,0,1,0,0
602,100,4.61,0,3,12,0,0,13,169,0,0,0,0,1
603,12.5,2.53,1,1,12,0,0,9.1,82.81,0,0,0,0,1
604,275,5.62,1,1,12,0,0,9.1,82.81,0,1,0,0,1
605,125,4.83,0,3,12,0,0,13,169,0,0,1,0,0
606,300,5.70,1,3,12,0,0,9.1,82.81,0,1,1,0,0
607,250,5.52,0,2,12,0,0,13,169,0,0,0,0,0
608,150,5.01,1,1,12,0,0,9.1,82.81,0,0,1,0,0
609,150,5.01,1,2,12,0,0,9.1,82.81,0,0,0,0,0
610,200,5.30,1,5,12,0,0,9.1,82.81,0,0,1,0,0
611,300,5.70,1,3,12,0,0,9.1,82.81,0,1,0,0,0
612,50,3.91,1,5,12,0,0,9.1,82.81,0,0,1,0,1
613,200,5.30,1,3,12,0,0,9.1,82.81,0,0,1,0,0
614,100,4.61,1,5,12,0,0,9.1,82.81,0,0,1,0,0
615,250,5.52,0,1,12,0,0,13,169,0,0,0,0,0
616,300,5.70,0,2,12,0,0,13,169,0,0,0,0,0
617,250,5.52,0,4,12,0,0,13,169,0,0,0,0,0
618,200,5.30,0,2,12,0,0,13,169,0,0,0,0,0
619,150,5.01,1,2,12,0,0,9.1,82.81,0,0,0,0,0
620,300,5.70,1,4,12,0,0,9.1,82.81,0,1,1,0,0
621,200,5.30,0,2,12,0,0,13,169,0,0,0,0,1
622,300,5.70,0,4,12,0,0,13,169,0,0,1,0,0
623,350,5.86,0,5,12,0,0,13,169,0,1,1,0,0
624,250,5.52,0,3,12,0,0,13,169,0,0,1,0,0
625,200,5.30,1,4,12,0,0,9.1,82.81,0,0,1,0,1
626,150,5.01,0,4,12,0,0,13,169,0,0,1,0,1
627,300,5.70,0,1,12,0,0,13,169,0,0,0,0,0
628,175,5.16,1,2,12,0,0,9.1,82.81,0,0,1,0,0
629,156.25,5.05,1,2,12,0,0,9.1,82.81,0,0,0,0,0
630,150,5.01,1,1,12,0,0,9.1,82.81,0,0,0,0,0
631,250,5.52,0,4,12,0,0,13,169,0,0,0,0,0
632,350,5.86,1,3,12,0,0,9.1,82.81,0,1,1,0,0
633,250,5.52,0,1,12,0,0,13,169,0,0,0,0,0
634,300,5.70,0,5,12,0,0,13,169,0,0,1,0,0
635,400,5.99,0,5,12,0,0,13,169,0,1,1,0,0
636,400,5.99,0,1,12,0,0,13,169,0,1,1,0,0
637,400,5.99,0,5,12,0,0,13,169,0,1,1,0,0
638,200,5.30,1,3,12,0,0,9.1,82.81,0,0,1,0,1
639,300,5.70,0,4,12,0,0,13,169,0,0,0,0,0
640,350,5.86,0,5,12,0,0,13,169,0,1,1,0,0
641,450,6.11,0,4,12,0,0,13,169,0,1,1,0,0
642,400,5.99,1,4,12,0,0,9.1,82.81,0,1,1,0,0
643,200,5.30,1,1,12,0,0,9.1,82.81,0,0,0,0,1
644,200,5.30,1,4,12,0,0,9.1,82.81,0,0,0,0,0
645,200,5.30,0,5,12,0,0,13,169,0,0,1,0,0
646,400,5.99,0,3,12,0,0,13,169,0,1,1,0,0
647,400,5.99,1,2,12,0,0,9.1,82.81,0,1,1,0,0
648,300,5.70,1,1,12,0,0,9.1,82.81,0,1,0,0,0
649,450,6.11,0,5,12,0,0,13,169,0,1,1,0,0
650,350,5.86,1,4,12,0,0,9.1,82.81,0,1,1,0,0
651,450,6.11,0,3,12,0,0,13,169,0,1,1,0,1
652,600,6.40,0,2,12,0,0,13,169,1,1,1,1,0
653,550,6.31,0,2,12,0,0,13,169,1,1,1,0,0
654,50,3.91,1,3,12,0,0,9.8,96.04,0,0,1,0,0
655,200,5.30,0,3,12,0,0,14,196,0,0,1,0,0
656,200,5.30,1,2,12,0,0,9.8,96.04,0,0,1,0,0
657,50,3.91,1,1,12,0,0,9.8,96.04,0,0,0,0,1
658,150,5.01,1,4,12,0,0,9.8,96.04,0,0,0,0,0
659,200,5.30,0,1,12,0,0,14,196,0,0,0,0,0
660,200,5.30,0,4,12,0,0,14,196,0,0,1,0,0
661,200,5.30,1,5,12,0,0,9.8,96.04,0,0,0,0,0
662,156.25,5.05,0,3,12,0,0,14,196,0,0,1,0,0
663,125,4.83,1,4,12,0,0,9.8,96.04,0,0,1,0,0
664,125,4.83,0,2,12,0,0,14,196,0,0,1,0,0
665,375,5.93,0,5,12,0,0,14,196,0,1,0,0,0
666,300,5.70,1,1,12,0,0,9.8,96.04,0,1,1,0,1
667,200,5.30,1,5,12,0,0,9.8,96.04,0,0,1,0,0
668,56.25,4.03,1,5,12,0,0,9.8,96.04,0,0,0,0,0
669,250,5.52,0,1,12,0,0,14,196,0,0,0,0,0
670,250,5.52,1,4,12,0,0,9.8,96.04,0,0,1,0,0
671,300,5.70,0,3,12,0,0,14,196,0,0,1,0,0
672,200,5.30,1,3,12,0,0,9.8,96.04,0,0,1,0,0
673,300,5.70,0,5,12,0,0,14,196,0,0,0,0,0
674,100,4.61,0,2,12,0,0,14,196,0,0,1,0,0
675,150,5.01,0,3,12,0,0,14,196,0,0,0,0,0
676,150,5.01,1,1,12,0,0,9.8,96.04,0,0,0,0,0
677,300,5.70,0,2,12,0,0,14,196,0,0,0,0,0
678,200,5.30,1,2,12,0,0,9.8,96.04,0,0,1,0,0
679,350,5.86,1,3,12,0,0,9.8,96.04,0,1,0,0,0
680,100,4.61,1,1,12,0,0,9.8,96.04,0,0,0,0,0
681,300,5.70,1,5,12,0,0,9.8,96.04,0,1,1,0,0
682,300,5.70,1,1,12,0,0,9.8,96.04,0,1,0,0,0
683,200,5.30,0,4,12,0,0,14,196,0,0,0,0,0
684,250,5.52,0,4,12,0,0,14,196,0,0,1,0,0
685,200,5.30,0,3,12,0,0,14,196,0,0,0,0,0
686,150,5.01,1,5,12,0,0,9.8,96.04,0,0,0,0,0
687,250,5.52,1,2,12,0,0,9.8,96.04,0,0,0,0,0
688,300,5.70,1,2,12,0,0,9.8,96.04,0,1,0,0,0
689,250,5.52,1,5,12,0,0,9.8,96.04,0,0,1,0,0
690,300,5.70,1,5,12,0,0,9.8,96.04,0,1,1,0,0
691,350,5.86,0,3,12,0,0,14,196,0,1,1,0,0
692,200,5.30,1,3,12,0,0,9.8,96.04,0,0,1,0,0
693,200,5.30,1,4,12,0,0,9.8,96.04,0,0,1,0,0
694,250,5.52,0,4,12,0,0,14,196,0,0,1,0,1
695,350,5.86,0,4,12,0,0,14,196,0,1,1,0,0
696,200,5.30,1,5,12,0,0,9.8,96.04,0,0,1,0,0
697,450,6.11,0,2,12,0,0,14,196,0,1,0,0,0
698,300,5.70,0,1,12,0,0,14,196,0,0,0,0,0
699,350,5.86,1,4,12,0,0,9.8,96.04,0,1,1,0,0
700,350,5.86,0,4,12,0,0,14,196,0,1,1,0,0
701,400,5.99,1,3,12,0,0,9.8,96.04,0,1,0,0,0
702,200,5.30,0,5,12,0,0,14,196,0,0,0,0,0
703,275,5.62,0,3,12,0,0,14,196,0,0,1,0,0
704,400,5.99,1,4,12,0,0,9.8,96.04,0,1,1,0,0
705,350,5.86,0,4,12,0,0,14,196,0,1,1,0,1
706,400,5.99,1,5,12,0,0,9.8,96.04,0,1,1,0,0
707,100,4.61,1,5,12,0,0,10.5,110.25,0,0,0,0,1
708,50,3.91,1,4,12,0,0,10.5,110.25,0,0,1,0,0
709,100,4.61,0,5,12,0,0,15,225,0,0,1,0,0
710,50,3.91,1,1,12,0,0,10.5,110.25,0,0,0,0,1
711,100,4.61,1,3,12,0,0,10.5,110.25,0,0,0,0,1
712,150,5.01,0,4,12,0,0,15,225,0,0,0,0,0
713,200,5.30,1,1,12,0,0,10.5,110.25,0,0,0,0,0
714,200,5.30,1,1,12,0,0,10.5,110.25,0,0,0,0,0
715,200,5.30,1,2,12,0,0,10.5,110.25,0,0,0,0,0
716,56.25,4.03,1,4,12,0,0,10.5,110.25,0,0,0,0,1
717,125,4.83,1,5,12,0,0,10.5,110.25,0,0,1,0,0
718,175,5.16,1,1,12,0,0,10.5,110.25,0,0,0,0,0
719,75,4.32,0,1,12,0,0,15,225,0,0,1,0,0
720,175,5.16,0,2,12,0,0,15,225,0,0,1,0,0
721,400,5.99,1,4,12,0,0,10.5,110.25,0,1,0,0,0
722,400,5.99,0,5,12,0,0,15,225,0,1,1,0,0
723,250,5.52,1,2,12,0,0,10.5,110.25,0,0,1,0,0
724,150,5.01,1,3,12,0,0,10.5,110.25,0,0,1,0,0
725,300,5.70,1,4,12,0,0,10.5,110.25,0,1,1,0,0
726,150,5.01,0,4,12,0,0,15,225,0,0,1,0,0
727,250,5.52,1,3,12,0,0,10.5,110.25,0,0,0,0,0
728,250,5.52,1,2,12,0,0,10.5,110.25,0,0,0,0,0
729,250,5.52,0,4,12,0,0,15,225,0,0,1,0,0
730,250,5.52,0,1,12,0,0,15,225,0,0,1,0,0
731,350,5.86,0,2,12,0,0,15,225,0,1,1,0,1
732,100,4.61,1,1,12,0,0,10.5,110.25,0,0,1,0,0
733,200,5.30,0,1,12,0,0,15,225,0,0,0,0,1
734,250,5.52,0,4,12,0,0,15,225,0,0,0,0,0
735,100,4.61,1,3,12,0,0,10.5,110.25,0,0,0,0,0
736,250,5.52,1,5,12,0,0,10.5,110.25,0,0,1,0,0
737,200,5.30,1,5,12,0,0,10.5,110.25,0,0,1,0,0
738,150,5.01,0,1,12,0,0,15,225,0,0,0,0,0
739,200,5.30,0,5,12,0,0,15,225,0,0,1,0,0
740,200,5.30,1,3,12,0,0,10.5,110.25,0,0,1,0,0
741,250,5.52,0,1,12,0,0,15,225,0,0,1,0,0
742,350,5.86,0,4,12,0,0,15,225,0,1,1,0,0
743,175,5.16,1,3,12,0,0,10.5,110.25,0,0,1,0,0
744,175,5.16,0,4,12,0,0,15,225,0,0,0,0,1
745,250,5.52,1,5,12,0,0,10.5,110.25,0,0,1,0,0
746,350,5.86,0,1,12,0,0,15,225,0,1,0,0,0
747,300,5.70,1,1,12,0,0,10.5,110.25,0,1,0,0,0
748,500,6.21,0,2,12,0,0,15,225,1,1,1,0,0
749,500,6.21,0,4,12,0,0,15,225,1,1,1,1,0
750,156.25,5.05,1,1,12,0,0,10.5,110.25,0,0,1,0,0
751,200,5.30,0,2,12,0,0,15,225,0,0,0,0,0
752,400,5.99,0,4,12,0,0,15,225,0,1,1,0,0
753,500,6.21,0,2,12,0,0,15,225,1,1,0,0,0
754,200,5.30,0,4,12,0,0,15,225,0,0,0,0,0
755,300,5.70,1,4,12,0,0,10.5,110.25,0,1,1,0,0
756,200,5.30,1,2,12,0,0,10.5,110.25,0,0,0,0,0
757,200,5.30,1,5,12,0,0,10.5,110.25,0,0,1,0,0
758,350,5.86,0,5,12,0,0,15,225,0,1,0,0,0
759,450,6.11,0,3,12,0,0,15,225,0,1,1,0,0
760,400,5.99,0,3,12,0,0,15,225,0,1,1,0,0
761,350,5.86,0,1,12,0,0,15,225,0,1,0,0,0
762,300,5.70,0,1,12,0,0,15,225,0,0,0,0,0
763,250,5.52,0,2,12,0,0,15,225,0,0,0,0,0
764,250,5.52,1,5,12,0,0,10.5,110.25,0,0,1,0,0
765,200,5.30,1,5,12,0,0,10.5,110.25,0,0,1,0,0
766,200,5.30,0,4,12,0,0,15,225,0,0,0,0,0
767,400,5.99,0,1,12,0,0,15,225,0,1,1,0,0
768,225,5.42,1,1,12,0,0,10.5,110.25,0,0,0,0,0
769,350,5.86,1,1,12,0,0,10.5,110.25,0,1,1,0,0
770,250,5.52,0,3,12,0,0,15,225,0,0,0,0,0
771,200,5.30,1,2,12,0,0,10.5,110.25,0,0,1,0,0
772,400,5.99,0,5,12,0,0,15,225,0,1,1,0,0
773,450,6.11,0,5,12,0,0,15,225,0,1,1,0,0
774,400,5.99,0,2,12,0,0,15,225,0,1,0,0,0
775,400,5.99,1,4,12,0,0,10.5,110.25,0,1,1,0,1
776,500,6.21,0,2,12,0,0,15,225,1,1,0,0,0
777,350,5.86,0,4,12,0,0,15,225,0,1,1,0,0
778,700,6.55,0,5,12,0,0,15,225,1,1,1,1,0
779,700,6.55,0,2,12,0,0,15,225,1,1,1,1,0
780,150,5.01,1,4,12,0,0,11.2,125.44,0,0,0,0,0
781,150,5.01,0,3,12,0,0,16,256,0,0,0,0,1
782,250,5.52,1,2,12,0,0,11.2,125.44,0,0,1,0,1
783,200,5.30,0,3,12,0,0,16,256,0,0,0,0,0
784,250,5.52,1,5,12,0,0,11.2,125.44,0,0,1,0,0
785,350,5.86,0,4,12,0,0,16,256,0,1,0,0,0
786,150,5.01,1,2,12,0,0,11.2,125.44,0,0,0,0,1
787,50,3.91,1,5,12,0,0,11.2,125.44,0,0,1,0,0
788,256.25,5.55,0,5,12,0,0,16,256,0,0,1,0,0
789,256.25,5.55,0,5,12,0,0,16,256,0,0,1,0,0
790,225,5.42,1,4,12,0,0,11.2,125.44,0,0,0,0,0
791,225,5.42,0,3,12,0,0,16,256,0,0,1,0,0
792,75,4.32,1,1,12,0,0,11.2,125.44,0,0,0,0,0
793,25,3.22,1,3,12,0,0,11.2,125.44,0,0,0,0,1
794,125,4.83,0,1,12,0,0,16,256,0,0,0,0,0
